"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","改正事由"
"23213","愛知県","","","西尾市","にしおし","2011-04-01","一色町(23481)、吉良町(23482)、幡豆町(23483)が西尾市(23213)に編入
幡豆郡(23480)の廃止"
"23218","愛知県","","","尾西市","びさいし","2005-04-01","尾西市(23218)、木曽川町(23381)が一宮市(23203)に編入
葉栗郡(23380)の廃止"
"23220","愛知県","","","稲沢市","いなざわし","2005-04-01","祖父江町(23401)、平和町(23402)が稲沢市(23220)に編入
中島郡(23400)の廃止"
"23221","愛知県","","","新城市","しんしろし","2005-10-01","新城市(23221)、鳳来町(23581)、作手村(23582)が合併し、新城市を新設
南設楽郡(23580)の廃止"
"23223","愛知県","","","大府市","おおぶし","1970-09-01","大府町(23443)が大府市(23223)に市制施行"
"23224","愛知県","","","知多市","ちたし","1970-09-01","知多町(23444)が知多市(23224)に市制施行"
"23225","愛知県","","","知立市","ちりゅうし","1970-12-01","知立町(23462)が知立市(23225)に市制施行"
"23226","愛知県","","","尾張旭市","おわりあさひし","1970-12-01","旭町(23321)が尾張旭町に名称変更し、尾張旭市(23226)に市制施行
東春日井郡(23320)の廃止"
"23227","愛知県","","","高浜市","たかはまし","1970-12-01","高浜町(23461)が高浜市(23227)に市制施行
碧海郡(23460)の廃止"
"23228","愛知県","","","岩倉市","いわくらし","1971-12-01","岩倉町(23363)が岩倉市(23228)に市制施行"
"23229","愛知県","","","豊明市","とよあけし","1972-08-01","豊明町(23301)が豊明市(23229)に市制施行"
"23230","愛知県","","","日進市","にっしんし","1994-10-01","日進町(23303)が日進市(23230)に市制施行"
"23231","愛知県","","","田原市","たはらし","2003-08-20","田原町(23621)が田原市(23231)に市制施行"
"23231","愛知県","","","田原市","たはらし","2005-10-01","渥美町(23623)が田原市(23231)に編入
渥美郡(23620)の廃止"
"23232","愛知県","","","愛西市","あいさいし","2005-04-01","佐屋町(23429)、立田村(23430)、八開村(23431)、佐織町(23432)が合併し、愛西市(23232)を新設"
"23233","愛知県","","","清須市","きよすし","2005-07-07","西枇杷島町(23341)、清洲町(23346)、新川町(23347)が合併し、清須市(23233)を新設"
"23233","愛知県","","","清須市","きよすし","2009-10-01","春日町(23345)が清須市(23233)に編入"
"23234","愛知県","","","北名古屋市","きたなごやし","2006-03-20","師勝町(23343)、西春町(23344)が合併し、北名古屋市(23234)を新設"
"23235","愛知県","","","弥富市","やとみし","2006-04-01","弥富町(23428)が弥富市(23235)に市制施行"
"23236","愛知県","","","みよし市","みよしし","2010-01-04","みよし町(23521)がみよし市(23236)に市制施行
西加茂郡(23520)の廃止"
"23237","愛知県","","","あま市","あまし","2010-03-22","七宝町(23421)、美和町(23422)、甚目寺町(23423)が合併し、あま市(23237)を新設"
"23238","愛知県","","","長久手市","ながくてし","2012-01-04","長久手町(23304)が長久手市(23238)に市制施行"
"23301","愛知県","愛知郡","あいちぐん","豊明町","とよあけちょう","1972-08-01","豊明町(23301)が豊明市(23229)に市制施行"
"23303","愛知県","愛知郡","あいちぐん","日進町","にっしんちょう","1994-10-01","日進町(23303)が日進市(23230)に市制施行"
"23304","愛知県","愛知郡","あいちぐん","長久手町","ながくてちょう","1971-04-01","長久手村(23304)が長久手町(23304)に町制施行"
"23304","愛知県","愛知郡","あいちぐん","長久手村","ながくてむら","1971-04-01","長久手村(23304)が長久手町(23304)に町制施行"
"23304","愛知県","愛知郡","あいちぐん","長久手町","ながくてちょう","2012-01-04","長久手町(23304)が長久手市(23238)に市制施行"
"23321","愛知県","東春日井郡","ひがしかすがいぐん","旭町","あさひちょう","1970-12-01","旭町(23321)が尾張旭町に名称変更し、尾張旭市(23226)に市制施行
東春日井郡(23320)の廃止"
"23341","愛知県","西春日井郡","にしかすがいぐん","西枇杷島町","にしびわじまちょう","2005-07-07","西枇杷島町(23341)、清洲町(23346)、新川町(23347)が合併し、清須市(23233)を新設"
"23342","愛知県","西春日井郡","にしかすがいぐん","豊山村","とよやまむら","1972-04-01","豊山村(23342)が豊山町(23342)に町制施行"
"23342","愛知県","西春日井郡","にしかすがいぐん","豊山町","とよやまちょう","1972-04-01","豊山村(23342)が豊山町(23342)に町制施行"
"23343","愛知県","西春日井郡","にしかすがいぐん","師勝町","しかつちょう","2006-03-20","師勝町(23343)、西春町(23344)が合併し、北名古屋市(23234)を新設"
"23344","愛知県","西春日井郡","にしかすがいぐん","西春町","にしはるちょう","2006-03-20","師勝町(23343)、西春町(23344)が合併し、北名古屋市(23234)を新設"
"23345","愛知県","西春日井郡","にしかすがいぐん","春日町","はるひちょう","1990-04-01","春日村(23345)が春日町(23345)に町制施行"
"23345","愛知県","西春日井郡","にしかすがいぐん","春日村","はるひむら","1990-04-01","春日村(23345)が春日町(23345)に町制施行"
"23345","愛知県","西春日井郡","にしかすがいぐん","春日町","はるひちょう","2009-10-01","春日町(23345)が清須市(23233)に編入"
"23346","愛知県","西春日井郡","にしかすがいぐん","清洲町","きよすちょう","2005-07-07","西枇杷島町(23341)、清洲町(23346)、新川町(23347)が合併し、清須市(23233)を新設"
"23347","愛知県","西春日井郡","にしかすがいぐん","新川町","しんかわちょう","2005-07-07","西枇杷島町(23341)、清洲町(23346)、新川町(23347)が合併し、清須市(23233)を新設"
"23363","愛知県","丹羽郡","にわぐん","岩倉町","いわくらちょう","1971-12-01","岩倉町(23363)が岩倉市(23228)に市制施行"
"23381","愛知県","葉栗郡","はぐりぐん","木曽川町","きそがわちょう","2005-04-01","尾西市(23218)、木曽川町(23381)が一宮市(23203)に編入
葉栗郡(23380)の廃止"
"23401","愛知県","中島郡","なかしまぐん","祖父江町","そぶえちょう","2005-04-01","祖父江町(23401)、平和町(23402)が稲沢市(23220)に編入
中島郡(23400)の廃止"
"23402","愛知県","中島郡","なかしまぐん","平和町","へいわちょう","2005-04-01","祖父江町(23401)、平和町(23402)が稲沢市(23220)に編入
中島郡(23400)の廃止"
"23421","愛知県","海部郡","あまぐん","七宝町","しっぽうちょう","2010-03-22","七宝町(23421)、美和町(23422)、甚目寺町(23423)が合併し、あま市(23237)を新設"
"23422","愛知県","海部郡","あまぐん","美和町","みわちょう","2010-03-22","七宝町(23421)、美和町(23422)、甚目寺町(23423)が合併し、あま市(23237)を新設"
"23423","愛知県","海部郡","あまぐん","甚目寺町","じもくじちょう","2010-03-22","七宝町(23421)、美和町(23422)、甚目寺町(23423)が合併し、あま市(23237)を新設"
"23424","愛知県","海部郡","あまぐん","大治町","おおはるちょう","1975-04-01","大治村(23424)が大治町(23424)に町制施行"
"23424","愛知県","海部郡","あまぐん","大治村","おおはるむら","1975-04-01","大治村(23424)が大治町(23424)に町制施行"
"23426","愛知県","海部郡","あまぐん","十四山村","じゅうしやまむら","2006-04-01","十四山村(23426)が弥富町(23428)に編入"
"23428","愛知県","海部郡","あまぐん","弥富町","やとみちょう","2006-04-01","十四山村(23426)が弥富町(23428)に編入"
"23428","愛知県","海部郡","あまぐん","弥富町","やとみちょう","2006-04-01","弥富町(23428)が弥富市(23235)に市制施行"
"23429","愛知県","海部郡","あまぐん","佐屋町","さやちょう","2005-04-01","佐屋町(23429)、立田村(23430)、八開村(23431)、佐織町(23432)が合併し、愛西市(23232)を新設"
"23430","愛知県","海部郡","あまぐん","立田村","たつたむら","2005-04-01","佐屋町(23429)、立田村(23430)、八開村(23431)、佐織町(23432)が合併し、愛西市(23232)を新設"
"23431","愛知県","海部郡","あまぐん","八開村","はちかいむら","2005-04-01","佐屋町(23429)、立田村(23430)、八開村(23431)、佐織町(23432)が合併し、愛西市(23232)を新設"
"23432","愛知県","海部郡","あまぐん","佐織町","さおりちょう","2005-04-01","佐屋町(23429)、立田村(23430)、八開村(23431)、佐織町(23432)が合併し、愛西市(23232)を新設"
"23443","愛知県","知多郡","ちたぐん","大府町","おおぶちょう","1970-09-01","大府町(23443)が大府市(23223)に市制施行"
"23444","愛知県","知多郡","ちたぐん","知多町","ちたちょう","1970-09-01","知多町(23444)が知多市(23224)に市制施行"
"23461","愛知県","碧海郡","へきかいぐん","高浜町","たかはまちょう","1970-12-01","高浜町(23461)が高浜市(23227)に市制施行
碧海郡(23460)の廃止"
"23462","愛知県","碧海郡","へきかいぐん","知立町","ちりゅうちょう","1970-12-01","知立町(23462)が知立市(23225)に市制施行"
"23481","愛知県","幡豆郡","はずぐん","一色町","いっしきちょう","2011-04-01","一色町(23481)、吉良町(23482)、幡豆町(23483)が西尾市(23213)に編入
幡豆郡(23480)の廃止"
"23482","愛知県","幡豆郡","はずぐん","吉良町","きらちょう","2011-04-01","一色町(23481)、吉良町(23482)、幡豆町(23483)が西尾市(23213)に編入
幡豆郡(23480)の廃止"
"23483","愛知県","幡豆郡","はずぐん","幡豆町","はずちょう","2011-04-01","一色町(23481)、吉良町(23482)、幡豆町(23483)が西尾市(23213)に編入
幡豆郡(23480)の廃止"
"23502","愛知県","額田郡","ぬかたぐん","額田町","ぬかたちょう","2006-01-01","額田町(23502)が岡崎市(23202)に編入"
"23521","愛知県","西加茂郡","にしかもぐん","三好町","みよしちょう","2010-01-04","三好町(23521)がみよし町(23521)に名称変更"
"23521","愛知県","西加茂郡","にしかもぐん","みよし町","みよしちょう","2010-01-04","みよし町(23521)がみよし市(23236)に市制施行
西加茂郡(23520)の廃止"
"23521","愛知県","西加茂郡","にしかもぐん","みよし町","みよしちょう","2010-01-04","三好町(23521)がみよし町(23521)に名称変更"
"23522","愛知県","西加茂郡","にしかもぐん","藤岡町","ふじおかちょう","1978-04-01","藤岡村(23522)が藤岡町(23522)に町制施行"
"23522","愛知県","西加茂郡","にしかもぐん","藤岡村","ふじおかむら","1978-04-01","藤岡村(23522)が藤岡町(23522)に町制施行"
"23522","愛知県","西加茂郡","にしかもぐん","藤岡町","ふじおかちょう","2005-04-01","藤岡町(23522)、小原村(23523)、足助町(23541)、下山村(23543)、旭町(23544)、稲武町(23545)が豊田市(23211)に編入
東加茂郡(23540)の廃止"
"23523","愛知県","西加茂郡","にしかもぐん","小原村","おばらむら","2005-04-01","藤岡町(23522)、小原村(23523)、足助町(23541)、下山村(23543)、旭町(23544)、稲武町(23545)が豊田市(23211)に編入
東加茂郡(23540)の廃止"
"23541","愛知県","東加茂郡","ひがしかもぐん","足助町","あすけちょう","2005-04-01","藤岡町(23522)、小原村(23523)、足助町(23541)、下山村(23543)、旭町(23544)、稲武町(23545)が豊田市(23211)に編入
東加茂郡(23540)の廃止"
"23543","愛知県","東加茂郡","ひがしかもぐん","下山村","しもやまむら","2005-04-01","藤岡町(23522)、小原村(23523)、足助町(23541)、下山村(23543)、旭町(23544)、稲武町(23545)が豊田市(23211)に編入
東加茂郡(23540)の廃止"
"23544","愛知県","東加茂郡","ひがしかもぐん","旭町","あさひちょう","2005-04-01","藤岡町(23522)、小原村(23523)、足助町(23541)、下山村(23543)、旭町(23544)、稲武町(23545)が豊田市(23211)に編入
東加茂郡(23540)の廃止"
"23545","愛知県","東加茂郡","ひがしかもぐん","稲武町","いなぶちょう","2003-10-01","北設楽郡稲武町(23566)が東加茂郡稲武町(23545)に郡の区域変更"
"23545","愛知県","東加茂郡","ひがしかもぐん","稲武町","いなぶちょう","2005-04-01","藤岡町(23522)、小原村(23523)、足助町(23541)、下山村(23543)、旭町(23544)、稲武町(23545)が豊田市(23211)に編入
東加茂郡(23540)の廃止"
"23561","愛知県","北設楽郡","きたしたらぐん","設楽町","したらちょう","2005-10-01","設楽町(23561)、津具村(23565)が合併し、設楽町を新設"
"23563","愛知県","北設楽郡","きたしたらぐん","豊根村","とよねむら","2005-11-27","富山村(23564)が豊根村(23563)に編入"
"23564","愛知県","北設楽郡","きたしたらぐん","富山村","とみやまむら","2005-11-27","富山村(23564)が豊根村(23563)に編入"
"23565","愛知県","北設楽郡","きたしたらぐん","津具村","つぐむら","2005-10-01","設楽町(23561)、津具村(23565)が合併し、設楽町を新設"
"23566","愛知県","北設楽郡","きたしたらぐん","稲武町","いなぶちょう","2003-10-01","北設楽郡稲武町(23566)が東加茂郡稲武町(23545)に郡の区域変更"
"23581","愛知県","南設楽郡","みなみしたらぐん","鳳来町","ほうらいちょう","2005-10-01","新城市(23221)、鳳来町(23581)、作手村(23582)が合併し、新城市を新設
南設楽郡(23580)の廃止"
"23582","愛知県","南設楽郡","みなみしたらぐん","作手村","つくでむら","2005-10-01","新城市(23221)、鳳来町(23581)、作手村(23582)が合併し、新城市を新設
南設楽郡(23580)の廃止"
"23601","愛知県","宝飯郡","ほいぐん","音羽町","おとわちょう","2008-01-15","音羽町(23601)、御津町(23604)が豊川市(23207)に編入"
"23602","愛知県","宝飯郡","ほいぐん","一宮町","いちのみやちょう","2006-02-01","一宮町(23602)が豊川市(23207)に編入"
"23603","愛知県","宝飯郡","ほいぐん","小坂井町","こざかいちょう","2010-02-01","小坂井町(23603)が豊川市(23207)に編入
宝飯郡(23600)の廃止"
"23604","愛知県","宝飯郡","ほいぐん","御津町","みとちょう","2008-01-15","音羽町(23601)、御津町(23604)が豊川市(23207)に編入"
"23621","愛知県","渥美郡","あつみぐん","田原町","たはらちょう","2003-08-20","赤羽根町(23622)が田原町(23621)に編入"
"23621","愛知県","渥美郡","あつみぐん","田原町","たはらちょう","2003-08-20","田原町(23621)が田原市(23231)に市制施行"
"23622","愛知県","渥美郡","あつみぐん","赤羽根町","あかばねちょう","2003-08-20","赤羽根町(23622)が田原町(23621)に編入"
"23623","愛知県","渥美郡","あつみぐん","渥美町","あつみちょう","2005-10-01","渥美町(23623)が田原市(23231)に編入
渥美郡(23620)の廃止"
"24201","三重県","","","津市","つし","1973-02-01","豊里村(24385)が津市(24201)に編入"
"24201","三重県","","","津市","つし","2006-01-01","津市(24201)、久居市(24213)、河芸町(24381)、芸濃町(24382)、美里村(24383)、安濃町(24384)、香良洲町(24402)、一志町(24403)、白山町(24404)、美杉村(24406)が合併し、津市を新設
安芸郡(24380)の廃止
一志郡(24400)の廃止"
